source,text,created_at,retweet_count,favorite_count,is_retweet,id_str
Twitter for iPhone,For those on TV defending my use of the word "schlonged" bc #MSM is giving it false meaning-tell them it means beaten badly. Dishonest #MSM,12-23-2015 00:52:12,2502,5613,false,679464490128293888
Twitter for iPhone,#MakeAmericaGreatAgain #Trump2016 https://t.co/TUDwrg6RsD,12-23-2015 03:10:19,1917,4679,false,679499246941396993
Twitter for iPhone,Thank you America! Together- we will #MakeAmericaGreatAgain! https://t.co/MWMFn4asWH,12-23-2015 12:42:25,2795,6139,false,679643221526462465
Twitter for iPhone,#MakeAmericaGreatAgain #Trump2016 https://t.co/e9dEs4HuwQ,12-23-2015 12:43:45,2676,6204,false,679643556479406080
Twitter for iPhone,The silent majority- is silent no more! Remember the importance of VOTING!#MakeAmericaGreatAgain #Trump2016 https://t.co/wBdSg5ab25,12-23-2015 14:40:52,3447,6696,false,679673029400641536
Twitter for iPhone,Merry Christmas &amp; Happy Holidays!#MakeAmericaGreatAgain #Trump2016https://t.co/XIVw5LdTqv https://t.co/Sqim2YyoCH,12-24-2015 01:57:28,5340,12438,false,679843301890109440
Twitter for iPhone,A great Christmas movie &amp; perfect #TBT! #MakeAmericaGreatAgain Story: https://t.co/qUpZphfhV3 https://t.co/PSeVbWUJIV,12-24-2015 19:45:35,3033,8428,false,680112100547543040
Twitter for iPhone,#MakeAmericaGreatAgain #Trump2016 Story: https://t.co/PBOKbGIaVB https://t.co/wm9Y7E9RzB,12-26-2015 17:47:03,1537,4348,false,680807045562515456
Twitter for iPhone,Thank you! #Trump2016https://t.co/CE9f0mukFm https://t.co/XNV9Bg2ccY,12-27-2015 02:05:01,2366,7862,false,680932364906819584
Twitter for iPhone,Thank you to a #Trump2016 supporter for this video of my campaign- over the past 6 months. Video: https://t.co/yawywElMwa,12-28-2015 22:45:19,1473,3912,false,681606884290265088
Twitter for iPhone,Thank you! #Trump2016 https://t.co/dTL7uybyeH https://t.co/yhQUQiuswl,12-28-2015 22:51:33,1571,4737,false,681608453501014016
Twitter for iPhone,Thank you- Nashua New Hampshire! #MakeAmericaGreatAgain #Trump2016 #NHPolitics #FITN https://t.co/QPj5gb3wib https://t.co/I1lMmcYk3l,12-29-2015 03:28:54,1004,3004,false,681678252029665281
Twitter for iPhone,"Minorities line up behind.....Donald Trump" #Trump2016 #MakeAmericaGreatAgain https://t.co/cEMKihLZbK https://t.co/SxuutW2onm,12-29-2015 12:38:02,2344,4982,false,681816443093159937
Twitter for iPhone,I hope @TGowdySC does better for Rubio than he did at the #Benghazi hearings which were a total disaster for Republicans &amp; America!,12-29-2015 20:36:35,2194,5144,false,681936877222494208
Twitter for iPhone,Shows how dumb Joe McQuaid (@deucecrew) of the dying Union Leader is to put out the letter I wrote saying why I didn't do his failed debate!,12-30-2015 00:36:45,849,2810,false,681997313925976066
Twitter for iPhone,The great people of New Hampshire who I love are not properly served by the dying Union Leader newspaper.,12-30-2015 00:37:11,1235,3793,false,681997425356095488
Twitter for iPhone,Joe McQuaid (@deucecrew) of the dying Union Leader wanted ads lunches donations speeches from me and tweets---very unethical.,12-30-2015 00:37:25,1121,3397,false,681997481740087296
Twitter for iPhone,THANK YOU Council Bluffs Iowa! The silent majority is silent no more!#Trump2016 #FITN https://t.co/VTAe68eQ1k https://t.co/IPsJPVH5JP,12-30-2015 04:02:06,2427,6461,false,682048994705584129
Twitter for iPhone,The dying @UnionLeader newspaper in NH is in turmoil over my comments about them- like a bully that got knocked out!,12-30-2015 14:06:34,1052,3166,false,682201111948824576
Twitter for iPhone,Joe McQuaid (@deucecrew) is desperately trying to sell the @UnionLeader. It's a loser and my comments haven't helped him much.,12-30-2015 15:22:44,766,2488,false,682220279871979520
Twitter for iPhone,Thank you Hilton Head South Carolina! @SCTeamTrump #Trump2016 https://t.co/RLCz17tIas https://t.co/L5IAlbsdkw,12-30-2015 18:28:44,1227,3705,false,682267088271110145
Twitter for iPhone,Thank you Hilton Head South Carolina! #MakeAmericaGreatAgain #Trump2016 https://t.co/TBAD5MeYCE,12-30-2015 20:04:39,1493,4420,false,682291228898115585
Twitter for iPhone,I'm going to be live with @ericbolling and @kimguilfoyle to ring in the New Year 2016. Everybody should tune in to @foxnews tomorrow night!,12-30-2015 20:28:58,2050,5247,false,682297346240167936
Twitter for iPhone,Great poll- thank you Nevada!#MakeAmericaGreatAgain #Trump2016 https://t.co/9Lr1v6vjJb,12-30-2015 21:22:22,1728,4376,false,682310784563720193
Twitter for iPhone,A lovely letter from the daughter of the late great John Wayne. Our country could use a John Wayne right now. https://t.co/RhN5gVNBqM,12-30-2015 21:57:02,2951,6992,false,682319510251159553
Twitter for iPhone,#MakeAmericaGreatAgain #Trump2016 https://t.co/IEIXos0wh9,12-31-2015 12:51:35,2285,5729,false,682544630139863040
Twitter for iPhone,HAPPY BIRTHDAY to my son @DonaldJTrumpJr! Very proud of you! #TBT https://t.co/ULerCEOCGX https://t.co/nbxPVdarJM,12-31-2015 16:52:38,2080,8416,false,682605293856002048
Twitter for iPhone,THANK YOU ILLINOIS! Let's not forget to get family &amp; friends- out to VOTE IN 2016! https://t.co/lg5kMbNLYK https://t.co/dtMAsIq4cf,12-31-2015 18:51:12,2468,6047,false,682635132038176770
Twitter for iPhone,HAPPY NEW YEAR &amp; THANK YOU! https://t.co/YO1Yi8QbZy https://t.co/uxUXWJ1Rbv,01-01-2016 03:25:27,3460,8581,false,682764544402440192
Twitter for iPhone,#HappyNewYearAmerica! https://t.co/EeQb8PDrUe,01-01-2016 05:18:23,3434,9143,false,682792967736848385
Twitter for iPhone,Happy New Year from #MarALago! Thank you to my great family for all of their support. https://t.co/6UsqSiaaj7,01-01-2016 06:07:28,1948,8258,false,682805320217980929
Twitter for iPhone,#VoteTrump2016 &amp; together we will #MakeAmericaGreatAgain! THANK YOU for your support! https://t.co/bziqUSHnbi,01-02-2016 03:32:13,3057,7340,false,683128636279361537
Twitter for iPhone,Massive crowds expected in Mississippi tomorrow night. Look forward to it! 2015 IN PHOTOS: https://t.co/29z0XuXVf0 https://t.co/utrl0UnQau,01-02-2016 04:17:23,2145,6363,false,683140004625936384
Twitter for iPhone,Heading to Biloxi Mississippi. Massive crowds expected. Thank you for your support! #VoteTrump2016 https://t.co/1VMngEMLzT,01-02-2016 22:42:16,1609,5756,false,683418056417251328
Twitter for iPhone,RT @EricTrump: So proud to be out on the campaign trail with @realDonaldTrump - thanks for an amazing night #Biloxi #Trump2016 https://t.co…,01-03-2016 04:06:35,1931,0,true,683499674997796865
Twitter for iPhone,Thank you #Biloxi #Mississippi! Remember this night &amp; spread the word to get out &amp; #VoteTrump2016! https://t.co/hfYdkY5DKq,01-03-2016 04:53:31,2472,5815,false,683511482684936192
Twitter for iPhone,Thank you for your support in Biloxi MS! Let's ALL get out &amp; VOTE in 2016 so we can #MakeAmericaGreatAgain! https://t.co/RSZF12Kyhn,01-03-2016 16:45:35,2307,6401,false,683690682649833476
Twitter for iPhone,The worst thing Hillary could do is have her husband campaign for her. Just watch.,01-03-2016 23:18:47,3403,9300,false,683789635189882881
Twitter for iPhone,By the way Hillary &amp; the MSM forgot to mention that Hillary is in the Al-Shabaab terror video. https://t.co/gRannsRXJr,01-03-2016 23:19:45,4166,7030,false,683789875653513220
Twitter for iPhone,I am in New Hampshire. Just received great news from Reuters poll. Thank you for your support! https://t.co/yzp9dGfbce,01-06-2016 00:28:31,4483,11930,false,684531959939371008
Twitter for iPhone,HAPPY BIRTHDAY to my son @EricTrump! Very proud of you!https://t.co/ZHMKIqnUwL https://t.co/IJzW2NDJyA,01-06-2016 15:01:58,1732,7517,false,684751768522194944
Twitter for iPhone,Huge crowd expected tomorrow night! VT Police say first come first serve. Arrive early!,01-06-2016 20:22:41,1489,4322,false,684832481414148096
Twitter for iPhone,Do you believe that @UnionLeader in NH was demanding ads? Look at enclosed letter from them just received: https://t.co/NucdHBZAH9,01-06-2016 23:15:24,1208,3335,false,684875944352432128
Twitter for iPhone,We could only get a small fraction of this 25k crowd in. The movement to Make America Great Again is unbelievable! https://t.co/NHPdGm57YJ,01-08-2016 02:23:07,4424,10768,false,685285573943279616
Twitter for iPhone,On my way to South Carolina. Big Crowd--- look forward to it!,01-08-2016 21:20:02,1279,5023,false,685571686423461888
Twitter for iPhone,I hope all workers demand that their @Teamsters reps endorse Donald J. Trump. Nobody knows jobs like I do! Don’t let them sell you out!,01-08-2016 22:03:35,2162,5933,false,685582649679867904
Twitter for iPhone,Love seeing union &amp; non-union members alike are defecting to Trump. I will create jobs like no one else. Their #Dem leaders can’t compete!,01-08-2016 22:09:20,2627,7185,false,685584095120887809
Twitter for iPhone,#MakeAmericaGreatAgain #Trump2016 https://t.co/3HmclWL9GT,01-08-2016 22:36:09,2558,6235,false,685590843181416448
Twitter for iPhone,#FoxNews Poll - THANK YOU!#MakeAmericaGreatAgain #Trump2016 https://t.co/dKuyzLRTZ3,01-08-2016 23:12:35,2423,5718,false,685600012043202560
Twitter for iPhone,Great even in SC tonight! Fire Marshall would not let everyone in-- 5000 turned away. Thank you for coming!,01-09-2016 02:08:42,1913,6343,false,685644333022851072
Twitter for iPhone,Thank you @TheFix- Chris Cillizza. It is a true person of character that can change his opinion &amp; do what is right. https://t.co/0VxlT9iEbr,01-09-2016 16:05:17,1070,2749,false,685854865998884864
Twitter for iPhone,.@JonahNRO watched on @seanhannity and appreciate your statements --- I have been waiting for them for a long time. Thank you.,01-09-2016 16:06:56,798,2823,false,685855280798674944
Twitter for iPhone,Thank you so much. Earnest must have been a great person. https://t.co/2DZp7YOadj https://t.co/2YtLlEwceB,01-09-2016 17:19:54,1102,3791,false,685873644308926464
Twitter for iPhone,(1/2) Time Magazine has me on the cover this week. David Von Drehle has written one of the best stories I have ever had.,01-09-2016 17:56:06,1498,4372,false,685882755020898304
Twitter for iPhone,(2/2) David brilliantly tells it like it is -- the real deal! Read it! https://t.co/9n5CCrefKn,01-09-2016 17:56:10,1023,2853,false,685882772540534785
Twitter for iPhone,I'm protesting the @UnionLeader from having anything to do w/ ABC debate. Their unethical record doesn't give them the right to be involved!,01-09-2016 18:01:00,1885,5350,false,685883989039656961
Twitter for iPhone,I will be interviewed by Chris Wallace on Fox tomorrow morning. Tune in!,01-10-2016 00:12:20,1244,4483,false,685977438527078400
Twitter for iPhone,Will be on Meet the Press with @ChuckTodd tomorrow morning. Enjoy!,01-10-2016 00:12:43,1107,3926,false,685977534983462912
Twitter for iPhone,I want to thank the people of Iowa for an unbelievable day. The crowds were amazing. Will be back Tuesday!,01-10-2016 00:13:03,1903,6698,false,685977617145663492
Twitter for iPhone,Remember get TIME magazine! I am on the cover. Take it out in 4 years and read it again! Just watch...,01-10-2016 20:15:30,2508,6985,false,686280225731293184
Twitter for iPhone,I am pleased to announce that I had the Union Leader removed from the upcoming debate. https://t.co/DL8hDPzHoi,01-10-2016 21:05:29,2053,5137,false,686292802708320258
Twitter for iPhone,If their highly unethical behavior including begging me for ads isn’t questionable enough they have endorsed a candidate who can’t win.,01-10-2016 21:06:07,1051,3641,false,686292962846871552
Twitter for iPhone,This is really unfair and a conflict for all the other candidates. I said it should not be allowed and ABC agreed.,01-10-2016 21:06:26,1027,3716,false,686293040496009216
Twitter for iPhone,UL has lost all credibility under Joe McQuaid w circulation dropping to record lows. They aren't worthy of representing the great people NH.,01-10-2016 21:06:48,1032,3510,false,686293133961871360
Twitter for iPhone,Union Leader refuses to comment as to why they were kicked out of the ABC News debate like a dog. For starters try getting a new publisher!,01-10-2016 23:23:07,1480,4757,false,686327439870574592
Twitter for iPhone,Thank you to our law enforcement officers! #LESM #Trump2016 https://t.co/sfuuVrx33E,01-11-2016 00:02:59,3766,9810,false,686337471123197952
Twitter for iPhone,Why does @ThisWeekABC w/ @GStephanopoulos allow a hater &amp; racist like @tavissmiley to waste good airtime? @ABC can do much better than him!,01-11-2016 14:16:36,1060,3276,false,686552289516105728
Twitter for iPhone,Congratulations to my friend @TheSlyStallone on winning a #GoldenGlobe. A wonderful guy- who has created something special- well deserved!,01-11-2016 14:18:34,1705,6136,false,686552786952130560
Twitter for iPhone,Great job on Fox this morning @KatiePavlich. I am sending out for your book immediately. Thank you very much!,01-11-2016 14:41:52,973,3370,false,686558650576539648
Twitter for iPhone,So professional of @ABC news to throw out the failing @UnionLeader newspaper from their debate. Paper won't survive highly unethical!,01-11-2016 15:09:17,1048,3648,false,686565549028044800
Twitter for iPhone,Just arrived in New Hampshire. Thank you to all of my supporters!#MakeAmericaGreatAgain #Trump2016 https://t.co/KSguIhkIwa,01-11-2016 15:40:48,2371,6785,false,686573482461794304
Twitter for iPhone,Congratulations to @jdickerson of Face the Nation on his highest ratings in 15 years. 4.6 million people watched my interview! Thank you!,01-11-2016 19:10:00,1292,4481,false,686626127213924356
Twitter for iPhone,.@RinglingBros is retiring their elephants-- the circus will never be the same.,01-11-2016 19:10:53,1347,3736,false,686626351449804803
Twitter for iPhone,New Iowa poll. Thank you!#MakeAmericaGreatAgain #Trump2016 https://t.co/19sshZ8dSu,01-11-2016 19:43:29,2194,5227,false,686634552748584960
Twitter for iPhone,Will be on @FallonTonight with @JimmyFallon on @NBC at 11:35pmE. Enjoy! #Trump2016 https://t.co/Z9zbKfXJqb,01-11-2016 22:55:17,2113,6347,false,686682823932153856
Twitter for iPhone,THANK YOU! #Trump2016 https://t.co/QmDcCKppEu,01-12-2016 15:06:58,3095,7633,false,686927355844116480
Twitter for iPhone,Such a serious problem for Ted &amp; the GOP. Great doubt Dems will sue! Let's all work together to solve this problem. https://t.co/cNl6dmFb6q,01-12-2016 20:28:37,1357,3431,false,687008301356322817
Twitter for iPhone,Another new Iowa poll just released. Thank you! #IACaucus #FITN https://t.co/RGkrruqpM7,01-12-2016 21:44:22,2535,7012,false,687027364933550080
Twitter for iPhone,New CBS poll. #Trump2016https://t.co/sFPRHHeLbd,01-13-2016 02:56:14,1267,3977,false,687105848699662336
Twitter for iPhone,The Iran deal is terrible. Why didn't we get the uranium stockpile - it was sent to Russia. #SOTU,01-13-2016 02:59:41,2673,7185,false,687106714521464833
Twitter for iPhone,The #SOTU speech is really boring slow lethargic - very hard to watch!,01-13-2016 03:05:10,6659,16976,false,687108096926330880
Twitter for iPhone,Just found out that @tedcruz is spending a fortune on Iowa push polls negative to me. Not nice but OK! New polls are great.,01-13-2016 04:25:04,1940,6025,false,687128203031375873
Twitter for iPhone,Thank you for your support last night Iowa! #VoteTrump #Trump2016 #IACaucus #FITN #IAPolitics https://t.co/xRvznATrU7,01-13-2016 13:54:28,1887,5721,false,687271496012664833
Twitter for iPhone,My nomination would increase voter turnout. #VoteTrump #MakeAmericaGreatAgain #Trump2016https://t.co/6kjCaStCjG,01-13-2016 18:20:47,1822,4943,false,687338519732293633
Twitter for iPhone,Thank you! #VoteTrumphttps://t.co/g7eeySMUdl,01-13-2016 18:22:20,1454,3933,false,687338908837908480
Twitter for iPhone,RT @DRUDGE_REPORT: REUTERS ROLLING:  TRUMP 39% CRUZ 14.5% BUSH 10.6% CARSON 9.6% RUBIO 6.7%... MORE... https://t.co/nRhtbzcqP9,01-13-2016 18:23:32,1859,0,true,687339211029098496
Twitter for iPhone,THANK YOU IOWA! Highly respected @OANN @GravisMarketing poll just released. #VoteTrump #IowaCaucus https://t.co/Ecs9XYXaXL,01-13-2016 19:20:30,3294,7888,false,687353545063030784
Twitter for iPhone,THANK YOU! #VoteTrump https://t.co/y7pnMqCs7j,01-13-2016 19:49:43,1855,4530,false,687360898491625472
Twitter for iPhone,.@EricTrump- unbelievable job on #FoxNews with @greta. That was better than I could do! #Trump2016,01-14-2016 00:49:44,1472,5716,false,687436400958947328
Twitter for iPhone,Why does @CNN &amp; @andersoncooper waste airtime by putting failed campaign strategist Stuart Stevens - who lost BIG for Romney - on the show?,01-14-2016 04:25:19,1242,4649,false,687490653153050625
Twitter for iPhone,Iran humiliated the United States with the capture of our 10 sailors. Horrible pictures &amp; images. We are weak. I will NOT forget!,01-14-2016 05:45:41,5312,11827,false,687510877847851008
Twitter for iPhone,Stuart Stevens is a dumb guy who fails @ virtually everything he touches. Romney campaignhis booketc. Why does @andersoncooper put him on?,01-14-2016 05:45:41,1099,4021,false,687510877835280384
Twitter for iPhone,United States looks more and more like a paper tiger. Won't be that way if I win!,01-14-2016 05:46:18,3281,8686,false,687511035385909248
Twitter for iPhone,.@TheBrodyFile: "Trump's appeal to evangelicals is real" #Trump2016 https://t.co/Xb04Quqj1M https://t.co/3xdEXZV5Ge,01-14-2016 18:42:53,1363,3708,false,687706466124492800
Twitter for iPhone,WSJ/NBC Poll: Donald Trump Widens His Lead in Republican Presidential Race. #Trump2016 https://t.co/r2i8FHPjB4,01-14-2016 23:35:00,2926,6789,false,687779981800390656
Twitter for iPhone,Top searched candidate by state as seen in the #GOPDebate media filing center. WE WILL MAKE AMERICA GREAT AGAIN! https://t.co/nwKPRmWFNr,01-15-2016 19:45:40,3364,8453,false,688084656072298496
Twitter for iPhone,Great new numbers. Thank you! #MakeAmericaGreatAgain #Trump2016https://t.co/Z1lQdxQvRL https://t.co/GFYNUWWCYn,01-16-2016 13:42:54,3546,8690,false,688355751463636992
Twitter for iPhone,Ted is the ultimate hypocrite. Says one thing for money does another for votes. https://t.co/hxdfy0mjVw,01-16-2016 16:11:28,2782,5462,false,688393139435008000
Twitter for iPhone,If Ted Cruz is so opposed to gay marriage why did he accept money from people who espouse gay marriage?,01-16-2016 18:21:03,2405,5834,false,688425749129211905
Twitter for iPhone,Everybody that loves the people of New York and all they have been thru should get hypocrites like Ted Cruz out of politics!,01-16-2016 18:22:40,2127,5721,false,688426156920459264
Twitter for iPhone,When will @TedCruz give all the New York based campaign contributions back to the special interests that control him.,01-16-2016 18:23:26,2084,5286,false,688426349652910080
Twitter for iPhone,Greatly dishonest of @TedCruz to file a financial disclosure form &amp; not list his lending banks- then pretend he is going to clean up Wall St,01-16-2016 18:26:54,2554,6095,false,688427218901532672
Twitter for iPhone,Departing NH now- great morning with record crowd in Portsmouth- in a snow storm! Thank you! https://t.co/m98wooUwsG https://t.co/izBMhEZolh,01-16-2016 18:31:39,1868,6073,false,688428417235218433
Twitter for iPhone,Wow! Ted Cruz received $487K in campaign contributions $11M from a NY hedge fund mogul &amp; $1M low int. loan from Goldman Sachs. Hypocrite,01-16-2016 19:32:40,3880,7919,false,688443772565348352
Twitter for iPhone,Is this the New York that Ted Cruz is talking about &amp; demeaning? https://t.co/rYGX9vazku,01-16-2016 19:39:31,3977,9720,false,688445495174393856
Twitter for iPhone,Interesting read from Peggy Noonan. https://t.co/jAxIy8xseM,01-17-2016 00:25:49,2920,6413,false,688517545293406208
Twitter for iPhone,Big announcement in Ames Iowa on Tuesday! You will not want to miss this rally! #Trump2016 https://t.co/J2wyAfXdlz https://t.co/lErVfowpMX,01-17-2016 17:46:32,2657,6455,false,688779451019210753
Twitter for iPhone,Thank you @IvankaTrump for the kind words. I am very proud of the role model you are for so many. NH &amp; IA radio ad: https://t.co/NqJJVdapnG,01-18-2016 14:48:02,1683,5004,false,689096917817671682
Twitter for iPhone,Just a reminder that Ted Cruz supported liberal Justice John Roberts who gave us #Obamacare. https://t.co/gBnsNgomom,01-18-2016 14:50:43,2269,4617,false,689097594182725632
Twitter for iPhone,Leaving for Liberty University. I'll be speaking today in front of a record crowd. #Trump2016,01-18-2016 14:50:59,1779,6511,false,689097658976317444
Twitter for iPhone,A great morning with everyone @LibertyU! Thank you! Off to New Hampshire now. #Trump2016 https://t.co/XUWGANbq8k https://t.co/aEMUMqSoWm,01-18-2016 17:48:53,2079,5777,false,689142431477010432
Twitter for iPhone,We launched a new series of #Trump2016 videos via Facebook. A new topic everyday! Watch: https://t.co/NXWNOcWZgc https://t.co/52E3LU3W77,01-18-2016 19:50:56,2494,5744,false,689173145513791488
Twitter for iPhone,I loved being at Liberty University today! Record setting crowd unbelievable people! Thank you Jerry and Becki! https://t.co/YrLGb7wXyh,01-18-2016 23:45:23,3587,11213,false,689232143818579968
Twitter for iPhone,".@TheBrodyFile Exclusive: @realDonaldTrump Says He Will Protect Evangelicals Better Than @tedcruz https://t.co/BLdnkYzMBE… #CBNNews #2016",01-19-2016 02:36:29,1022,2929,false,689275203151654912
Twitter for iPhone,.@TheBrodyFile great job on @AC360. Thank you for the very smart and kind words!,01-19-2016 03:44:15,779,2847,false,689292259276226561
Twitter for iPhone,.@tedcruz Conflicting Stances on Birthright Citizenship [14th Amendment] Gives #TeamTrump credit. https://t.co/0x2qed7174,01-19-2016 14:18:57,1084,2561,false,689451985557331969
Twitter for iPhone,Dope Frank Bruni said I called many people including Karl Rove losers-true! I never called my friend @HowardStern a loser- he’s a winner!,01-19-2016 14:44:25,1456,4280,false,689458393283563524
Twitter for iPhone,Really disgusting that the failing New York Times allows dishonest writers to totally fabricate stories.,01-19-2016 14:44:43,1586,4734,false,689458468835569664
Twitter for iPhone,On my way to Iowa- just received new national poll numbers. Thank you!#MakeAmericaGreatAgain #Trump2016 https://t.co/sQ9UEVW4Vp,01-19-2016 15:04:29,2145,5850,false,689463443791880192
Twitter for iPhone,.@FreeJesseJames- Just read your complete statement. You are an amazing guy &amp; I really appreciate your words &amp; support. I will see you soon!,01-19-2016 15:17:09,1024,3480,false,689466630741463040
Twitter for iPhone,Thank you Georgia! I appreciate all of your support. #Trump2016 https://t.co/oNbgRpjKDl,01-19-2016 15:22:12,1912,5191,false,689467901582020609
Twitter for iPhone,Thank you for your strong testimony when welcoming me to Liberty University yesterday- @JerryJrFalwell. https://t.co/VJgj7AC5tE,01-19-2016 15:47:20,1448,4075,false,689474228907716609
Twitter for iPhone,In the just released SC poll I increased my lead by 4 points since last poll by same firm. Up by 14! Cruz dropped 3. https://t.co/qM4JUsyaqH,01-19-2016 16:19:49,1874,5350,false,689482404990361601
Twitter for iPhone,A true honor to receive the endorsement of John Wayne's daughter....read: https://t.co/X6jR0WVBvd https://t.co/1e6gk0PsQH,01-19-2016 18:11:19,3407,9386,false,689510460819828736
Twitter for iPhone,RT @EricTrump: I look forward to being on @CNN with @ErinBurnett at 7:40pmET. @realDonaldTrump,01-19-2016 22:25:59,894,0,true,689574551294869504
Twitter for iPhone,“Palin’s brand among evangelicals is as gold as the faucets in Trump tower” said Ralph Reed the chairman of the Faith &amp; Freedom Coalition.,01-19-2016 22:35:08,2429,6293,false,689576854089404416
Twitter for iPhone,#Trump2016 #MakeAmericaGreatAgain #ECONOMY - VIDEO: https://t.co/KrCUSYFPLb https://t.co/KsVYviVdc2,01-20-2016 01:48:36,1644,4214,false,689625540722950144
Twitter for iPhone,Judge Jeanine Slams GOP Establishment:https://t.co/gEhfZ3NAhi,01-20-2016 01:49:58,1859,4139,false,689625883913560064
Twitter for iPhone,I am greatly honored to receive Sarah Palin's endorsement tonight. Video: https://t.co/4P7AMKI4iq https://t.co/bjTPvwM4nW,01-20-2016 04:05:45,2750,8934,false,689660056489431044
Twitter for iPhone,#MakeAmericaGreatAgain #Trump2016LIFE CHANGING EXPERIENCEVideo: https://t.co/8kAswDS0bc https://t.co/0bSTLvq7V9,01-20-2016 13:40:29,1686,4142,false,689804695221600256
Twitter for iPhone,Great rally in Iowa! Such wonderful people. Traveling now with @SarahPalinUSA to Tulsa- massive crowd expected! https://t.co/gaK4KEbHOh,01-20-2016 15:53:12,1871,6051,false,689838094158168064
Twitter for iPhone,RT @SarahPalinUSA: Trading in the beautiful snow of Iowa for the red dirt of Oklahoma as planned despite what the media is try's no... htt…,01-20-2016 18:02:58,1426,0,true,689870751374016512
Twitter for iPhone,15K in OK! Had to turn away 5k but we are coming back soon to take care of them! So much love in the crowd! Thanks! https://t.co/XsOeREiYuA,01-20-2016 20:52:01,4161,11699,false,689913293759115264
Twitter for iPhone,Thank you Florida! #Trump2016 https://t.co/npcw1AN2ht,01-20-2016 22:43:06,2809,6754,false,689941247549640705
Twitter for iPhone,Thank you New Hampshire! #FITN#Trump2016 #NHPolitics https://t.co/3FkMZpaEdR,01-20-2016 22:44:55,2214,5388,false,689941704342921217
Twitter for iPhone,Bob Dole Warns of ‘Cataclysmic’ Losses With Ted Cruz and Says Donald Trump Would Do Better via New York Times: https://t.co/txEaLrZ4uY,01-20-2016 23:40:20,1607,4335,false,689955649137016832
Twitter for iPhone,New CNN/WMUR New Hampshire poll just released. Thank you! #FITN #Trump2016 https://t.co/sZr9taU20G,01-20-2016 23:42:28,2309,5670,false,689956187434020865
Twitter for iPhone,#MakeAmericaGreatAgain #Trump2016UNIFYING THE NATIONVideo: https://t.co/1ZWE5R183k https://t.co/Md10pL1wn8,01-21-2016 13:52:42,1607,3673,false,690170154672529408
Twitter for iPhone,New Day on CNN treats me very badly. @AlisynCamerota is a disaster. Not going to watch anymore.,01-21-2016 20:36:09,1423,4505,false,690271688127213568
Twitter for iPhone,Thank you Iowa! #Trump2016 https://t.co/ryhEheTLqN,01-21-2016 23:21:42,2324,5936,false,690313350278819840
Twitter for iPhone,Thank you! #Trump2016 https://t.co/pcdmyIO1Zt,01-21-2016 23:29:04,1458,4290,false,690315202261155840
Twitter for iPhone,Thank you New Hampshire!#Trump2016 https://t.co/TG9oZKly4l,01-21-2016 23:29:43,1756,4876,false,690315366564626433
Twitter for iPhone,#Trump2016 #MakeAmericaGreatAgain https://t.co/vfUwGIGjN4,01-21-2016 23:30:55,2212,5742,false,690315667636023296
Twitter for iPhone,Why does @Greta have a fired Bushy like dummy John Sununu on- spewing false info? I will beat Hillary by a lot she wants no part of Trump.,01-22-2016 00:54:16,1568,5146,false,690336644281581568
Twitter for iPhone,Thank you Iowa! #FITN #IACaucus#MakeAmericaGreatAgain #Trump2016 https://t.co/wVJldvTSag,01-22-2016 00:57:10,2412,5577,false,690337376061788161
Twitter for iPhone,National Review is a failing publication that has lost it's way. It's circulation is way down w its influence being at an all time low. Sad!,01-22-2016 03:56:44,2178,6002,false,690382564494839809
Twitter for iPhone,Very few people read the National Review because it only knows how to criticize but not how to lead.,01-22-2016 03:56:57,1805,5023,false,690382619213742082
Twitter for iPhone,The late great William F. Buckley would be ashamed of what had happened to his prize the dying National Review!,01-22-2016 03:57:22,2224,5425,false,690382722162913280
Twitter for iPhone,RT @williebosshog: Make America Great Again! #Trump2016 https://t.co/1h5j4DZDgy,01-22-2016 05:23:08,9110,0,true,690404308010057728
Twitter for iPhone,Wow! This might be my highest # yet! Thank you to my opposition- you are totally ineffective &amp; have been for years! https://t.co/o1l1XNZvhU,01-22-2016 17:24:37,2503,5695,false,690585875365756928
Twitter for iPhone,New Reuters poll! Thank you!#MakeAmericaGreatAgain #Trump2016 https://t.co/KDVZoUia4I,01-22-2016 21:06:37,2748,5535,false,690641744287760384
Twitter for iPhone,"National Black Republican Association Endorses Donald J. Trump" #Trump2016 #MakeAmericaGreatAgain https://t.co/9IPw30G5OG,01-22-2016 21:39:15,2510,5153,false,690649956634353666
Twitter for iPhone,New National GOP Zogby Poll#MakeAmericaGreatAgain #Trump2016https://t.co/Ma6OABMYpF https://t.co/evqFrWKBD1,01-22-2016 22:05:15,2302,5344,false,690656497022337024
Twitter for iPhone,Just received the new Fox poll.Thank you America! #Trump2016 https://t.co/QKNineuS8H,01-22-2016 23:40:41,2185,6067,false,690680515800596480
Twitter for iPhone,The tax scam Washington Post does among the most inaccurate stories of all. Really dishonest reporting.,01-22-2016 23:48:22,1086,3496,false,690682449387397120
Twitter for iPhone,Rush Limbaugh is great tells it as he sees it---really honorable guy! Thanks Rush! #Trump2016,01-22-2016 23:49:42,1878,5784,false,690682782163447808
Twitter for iPhone,Ted Cruz went down big in just released Reuters poll - what's going on? Is it Goldman Sachs/Citi loans or Canada?,01-22-2016 23:58:14,1717,4610,false,690684930259423232
